HE26|Iron hat|Late XVth century|Standard model.|410|iron-hat|he26m.jpg|4|he26v.jpg;he26v2.jpg;he26v3.jpg;he26v4.jpg
HE27|Barbut-type helmet|Italy &amp; Western Europe · XVth century|A similar helmet is held by the Metropolitan Museum of Art, New York.|395|barbut|he27m.jpg|5|he27v.jpg;he27v2.jpg;he27v3.jpg;he27v4.jpg;he27v5.jpg
HE28|Iron hat|Probably Austrian · late XVth century|Original at the Saint Louis Art Museum, Missouri, USA.|395|iron-hat|he28m.jpg|5|he28v.jpg;he28v2.jpg;he28v3.jpg;he28v4.jpg;n32v5.jpg
HE1|Norman-type helmet|England · XIth century|From the battlefield of Hastings.|242|other|helma7.jpg|1|helma7_v.jpg
HE2|Viking-type helmet|IXth century|Simple riveted construction.|330|other|helma6.jpg|1|helma6_v.jpg
HE3|Archer's salet|England · XVth century|Simple open-faced salet.|330|salet|he3m.jpg|2|he3v.jpg;he3v2.jpg
HE4|Visored salet|Late XVth century|Decorated rivets.|425|salet|helma4m.jpg|2|helma4v.jpg;helma4v2.jpg
HE6|Barbut-type helmet|Italy &amp; Western Europe · XVth century|Classic Italian open-faced form.|370|barbut|barbute2m.jpg|4|barbute2.jpg;barbute3.jpg;barbute4.jpg;barbute6.jpg
HE7|"Sturmhaube" cavalry helmet|XVIIth century|Later-period cavalry pattern.|770|other|helma1.jpg|2|helma1_v.jpg;helma1_v_I.jpg
HE9|Bacinet|XIVth century|With verveilles to attach the aventail.|290|bacinet|he8m.jpg|2|he8v.jpg;he8v2.jpg
HE10|Visored salet|Late XVth century|Standard model.|409|salet|HE5m.jpg|2|HE5v.jpg;HE5v2.jpg
HE11|Visored "lobster-tail" salet|Late XVth century|Articulated neck defence.|410|salet|he11m.jpg|2|he11v.jpg;he11v2.jpg
HE12|Iron hat|Late XVth century|Original at the Military Historical Institute, Prague, Czech Republic.|385|iron-hat|he12m.jpg|3|he12v.jpg;he12v2.jpg;he12v3.jpg
HE13|Archer's bacinet|XIVth century|Open-faced, simple construction.|220|bacinet|he13m.jpg|1|he13v.jpg
HE14|Archer's salet|Late XVth century|Simple open-faced salet.|310|salet|he14m.jpg|1|he14v.jpg
HE15|French visored salet|France · XVth century|Standard model.|435|salet|he15m.jpg|3|he15v.jpg;he15v2.jpg;he15v3.jpg
HE16|Iron hat|XIV-XVth century|Standard model.|330|iron-hat|he16m.jpg|1|he16v.jpg
HE17|Iron hat|Late XVth century|Standard model.|385|iron-hat|he17m.jpg|2|he17v.jpg;he17v2.jpg
HE18|Bevor|XVth century|Chin and throat defence.|220|other|he18m.jpg|3|he18v.jpg;he18v2.jpg;he18v3.jpg
HE19|War hat|Burgundy · late XVth century|Original in the Metropolitan Museum of Art, New York.|490|iron-hat|he19m.jpg|2|he19v.jpg;he19v2.jpg
HE20|Iron hat|XVth century|From a private collection.|310|iron-hat|he20m.jpg|3|he20v.jpg;he20v2.jpg;he20v3.jpg
HE21|Salet|Germany · 1460-1480|From a private collection.|405|salet|he21m.jpg|4|he21v.jpg;he21v2.jpg;he21v3.jpg;he21v4.jpg
HE22|Iron hat|XVth century|Original at the Schweizerische Landesmuseum, Bern, Switzerland.|340|iron-hat|he22m.jpg|3|he22v.jpg;he22v2.jpg;he22v3.jpg
HE23|Salet|Germany · 1485-1510|Original at the State Castle of Žleby, Czech Republic.|420|salet|m70m.jpg|3|he23v.jpg;he23v2.jpg;m70v2.jpg
HE24|"Black salet"|Germany · circa 1490|From a private collection.|420|salet|he24m.jpg|4|he24v.jpg;he24v2.jpg;he24v3.jpg;he24v4.jpg
HE25|Salet|Germany · late XVth century|Original at the Deutsches Historisches Museum, Berlin, Germany.|420|salet|he25m.jpg|5|he25v.JPG;he25v2.JPG;he25v3.JPG;he25v4.JPG;he25v5.jpg
